User,Artist,Songs,Category,Region,YT_link,File_wav,File_mp3
Nathan,Violent Femmes,"['Blister in the Sun', 'Add It Up', 'Kiss Off']","['Folk punk / alternative rock', 'Folk punk / alternative rock', 'Folk punk / alternative rock']",['United States'],"[""https://www.youtube.com/watch?v=G89chAA4l8s"", ""https://www.youtube.com/watch?v=JZwPcPy04AQ"", ""https://www.youtube.com/watch?v=4SgHtM9dEP8""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Violent Femmes - Blister In The Sun (Lyric Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Violent Femmes - Add It Up (Official Audio_40th Anniversary Deluxe Edition).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Violent Femmes - Kiss Off (Official Audio_40th Anniversary Deluxe Edition).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Violent Femmes - Blister In The Sun (Lyric Video)_1.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Violent Femmes - Add It Up (Official Audio_40th Anniversary Deluxe Edition)_1.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Violent Femmes - Kiss Off (Official Audio_40th Anniversary Deluxe Edition)_1.mp3']"
Nathan,George Michael,"['Careless Whisper,', ""George Michael-I'm Your Man-Live at Earls Court 2008"", 'Faith.']","['Pop', 'Pop', 'Pop']",['United Kingdom'],"[""https://www.youtube.com/watch?v=izGwDsrQ1eQ"", ""https://www.youtube.com/watch?v=CdmXsxwSWqI"", ""https://www.youtube.com/watch?v=6Cs3Pvmmv0E""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\George Michael - Careless Whisper (Official Video).wav', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\George Michael-I'm Your Man-Live at Earls Court 2008.wav"", 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\George Michael - Faith (Official Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\George Michael - Careless Whisper (Official Video).mp3', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\George Michael-I'm Your Man-Live at Earls Court 2008.mp3"", 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\George Michael - Faith (Official Video).mp3']"
Nathan,Olivia Newton John,"['Make A Move On Me', 'Magic', 'Physical']","['Pop', 'Pop', 'Pop']","['Australia', 'United Kingdom']","[""https://www.youtube.com/watch?v=n0JaFvjj_oo"", ""https://www.youtube.com/watch?v=sDmjEN-6ekE"", ""https://www.youtube.com/watch?v=vWz9VN40nCA""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Olivia Newton-John - Make A Move On Me.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Magic.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Olivia Newton-John - Physical (Official Music Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Olivia Newton-John - Make A Move On Me.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Magic.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Olivia Newton-John - Physical (Official Music Video).mp3']"
Nathan,Poison,"['Every Rose Has Its Thorn', 'Talk Dirty to Me', ""Nothin' But a Good Time""]","['Glam metal / hard rock', 'Glam metal / hard rock', 'Glam metal / hard rock']",['United States'],"[""https://www.youtube.com/watch?v=j2r2nDhTzO4"", ""https://www.youtube.com/watch?v=p9LD-b76ERM"", ""https://www.youtube.com/watch?v=_88L-CU7PD4""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Poison - Every Rose Has Its Thorn (Official Music Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Talk Dirty To Me (Remastered 1996).wav', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Poison - Nothin' But A Good Time.wav""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Poison - Every Rose Has Its Thorn (Official Music Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Talk Dirty To Me (Remastered 1996).mp3', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Poison - Nothin' But A Good Time.mp3""]"
Nathan,The Pretenders,"['Brass in Pocket', 'Back on the Chain Gang', ""Don't Get Me Wrong""]","['New wave / punk rock', 'New wave / punk rock', 'New wave / punk rock']",['United Kingdom'],"[""https://www.youtube.com/watch?v=0H6re3PCP3E"", ""https://www.youtube.com/watch?v=cMOKamtpUA8"", ""https://www.youtube.com/watch?v=qbAab1hTxN4""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Pretenders - Brass In Pocket (Official Music Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Pretenders - Back on the Chain Gang (Official Music Video).wav', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Pretenders - Don't Get Me Wrong (Official Music Video).wav""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Pretenders - Brass In Pocket (Official Music Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Pretenders - Back on the Chain Gang (Official Music Video).mp3', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Pretenders - Don't Get Me Wrong (Official Music Video).mp3""]"
Nathan,The Doors,"['Light My Fire', 'Riders on the Storm', 'Break On Through (To the Other Side)']","['Psychedelic rock', 'Psychedelic rock', 'Psychedelic rock']",['United States'],"[""https://www.youtube.com/watch?v=qoX6AKuYWL8"", ""https://www.youtube.com/watch?v=7G2-FPlvY58"", ""https://www.youtube.com/watch?v=NFeUko-lQHg""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Light My Fire (2017 Remaster).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\The Doors - Riders on the Storm (Official Audio).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Break on Through (To the Other Side).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Light My Fire (2017 Remaster).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\The Doors - Riders on the Storm (Official Audio).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Break on Through (To the Other Side).mp3']"
Nathan,Robbie Dupree,"['Steal Away', 'Hot Rod Hearts', 'Brooklyn Girls']","['Soft rock / yacht rock', 'Soft rock / yacht rock', 'Soft rock / yacht rock']",['United States'],"[""https://www.youtube.com/watch?v=qvvhCzDobRE"", ""https://www.youtube.com/watch?v=OU40fuV8Tc0"", ""https://www.youtube.com/watch?v=Cjm1ty3Tn08""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Robbie Dupree - Steal Away (Official Audio).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Hot Rod Hearts (Remastered).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Brooklyn Girls (Remastered).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Robbie Dupree - Steal Away (Official Audio).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Hot Rod Hearts (Remastered).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Brooklyn Girls (Remastered).mp3']"
Nathan,Sara Bareilles,"['Love Song', 'Bottle It Up', 'Gonna Get Over You']","['Pop', 'Pop', 'Pop']",['United States'],"[""https://www.youtube.com/watch?v=qi7Yh16dA0w"", ""https://www.youtube.com/watch?v=tf92q6Vrj2o"", ""https://www.youtube.com/watch?v=OUe3oVlxLSA""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Sara Bareilles - Love Song (Official HD Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Sara Bareilles - Bottle It Up (Official HD Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Sara Bareilles - Gonna Get Over You (Official Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Sara Bareilles - Love Song (Official HD Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Sara Bareilles - Bottle It Up (Official HD Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Sara Bareilles - Gonna Get Over You (Official Video).mp3']"
Nathan,Silverchair,"['Tomorrow', 'Freak', 'Straight Lines']","['Alternative rock / grunge', 'Alternative rock / grunge', 'Alternative rock']",['Australia'],"[""https://www.youtube.com/watch?v=PjsMnvqL7eY"", ""https://www.youtube.com/watch?v=gtb8zvc4-H4"", ""https://www.youtube.com/watch?v=47P3bzefCVI""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Silverchair - Tomorrow (US Version) (Official Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Silverchair - Freak (Lyrics).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Silverchair - Straight Lines (Official Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Silverchair - Tomorrow (US Version) (Official Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Silverchair - Freak (Lyrics).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Silverchair - Straight Lines (Official Video).mp3']"
Nathan,Stone Sour,"['Through Glass', 'Bother', 'Rose Red Violent Blue (This Song Is Dumb & So Am I)']","['Alternative metal / hard rock', 'Alternative metal / hard rock', 'Alternative metal / hard rock']",['United States'],"[""https://www.youtube.com/watch?v=GIzDsGyxsQM"", ""https://www.youtube.com/watch?v=cE6IgXZpVQ4"", ""https://www.youtube.com/watch?v=lv5uC6cfO5c""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Stone Sour - Through Glass [OFFICIAL VIDEO].wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Bother.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Stone Sour - Rose Red Violent Blue (This Song Is Dumb & So Am I) [OFFICIAL VIDEO].wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Stone Sour - Through Glass [OFFICIAL VIDEO].mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Bother.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Stone Sour - Rose Red Violent Blue (This Song Is Dumb & So Am I) [OFFICIAL VIDEO].mp3']"
Nathan,Ronnie Milsap,"['Smoky Mountain Rain', ""(There's) No Gettin' Over Me"", 'Stranger in My House']","['Country', 'Country', 'Country']",['United States'],"[""https://www.youtube.com/watch?v=Zj6_CpSGPoE"", ""https://www.youtube.com/watch?v=oXe5ETmifkM"", ""https://www.youtube.com/watch?v=PvxQ57BvAQQ""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Smoky Mountain Rain.wav', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Ronnie Milsap - (There's) No Gettin' Over Me.wav"", 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Ronnie Milsap - Stranger In My House (Official Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Smoky Mountain Rain.mp3', ""C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Ronnie Milsap - (There's) No Gettin' Over Me.mp3"", 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Ronnie Milsap - Stranger In My House (Official Video).mp3']"
Nathan,Steve Earle,"['Guitar Town', 'Copperhead Road', 'I Feel Alright']","['Country rock', 'Country rock', 'Country rock']",['United States'],"[""https://www.youtube.com/watch?v=AINUPFbFpqg"", ""https://www.youtube.com/watch?v=uhMO9azmKNU"", ""https://www.youtube.com/watch?v=3sKGDyla9kY""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Steve Earle - Guitar Town (Official Music Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Steve Earle - Copperhead Road.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Feel Alright.wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Steve Earle - Guitar Town (Official Music Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Steve Earle - Copperhead Road.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Feel Alright.mp3']"
Nathan,Sum 41,"['Fat Lip', 'In Too Deep', 'The Hell Song']","['Pop punk / punk rock', 'Pop punk / punk rock', 'Pop punk / punk rock']",['Canada'],"[""https://www.youtube.com/watch?v=atjJVwok9ws"", ""https://www.youtube.com/watch?v=emGri7i8Y2Y"", ""https://www.youtube.com/watch?v=7pE8ReA5cn4""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Fat Lip.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Sum 41 - In Too Deep.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Sum 41 - The Hell Song (Official Music Video).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Fat Lip.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Sum 41 - In Too Deep.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Sum 41 - The Hell Song (Official Music Video).mp3']"
Nathan,Talking Heads,"['Psycho Killer', 'Once in a Lifetime', 'and This Must Be the Place (Naive Melody)']","['New wave / art punk', 'New wave / art punk', 'New wave / art punk']",['United States'],"[""https://www.youtube.com/watch?v=CJ54eImz88w"", ""https://www.youtube.com/watch?v=5IsSpAOD6K8"", ""https://www.youtube.com/watch?v=_aNQFcNNnrE""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Talking Heads - Psycho Killer (Official Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Talking Heads - Once in a Lifetime (Official Video).wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\This Must Be the Place (Naive Melody) (2003 Remaster).wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Talking Heads - Psycho Killer (Official Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Talking Heads - Once in a Lifetime (Official Video).mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\This Must Be the Place (Naive Melody) (2003 Remaster).mp3']"
Nathan,Carly Rae Jepsen,"['Call Me Maybe', 'The Loneliest Time (feat. Rufus Wainwright),', 'Your Type']","['Pop', 'Pop', 'Pop']",['Canada'],"[""https://www.youtube.com/watch?v=fWNaR-rxAic"", ""https://www.youtube.com/watch?v=Sy0A0pQmGPM"", ""https://www.youtube.com/watch?v=UlFMVzo9zuE""]","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Carly Rae Jepsen - Call Me Maybe.wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\The Loneliest Time (feat. Rufus Wainwright) [Official Music Video].wav', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\wav\\Carly Rae Jepsen - Your Type.wav']","['C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Carly Rae Jepsen - Call Me Maybe.mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\The Loneliest Time (feat. Rufus Wainwright) [Official Music Video].mp3', 'C:\\Users\\Mr_Green\\OneDrive\\Desktop\\0_Sum_25\\INFO_523\\HWs\\group_project\\Yashis_Suite\\Final_org_attempt_mk1\\Nathans_processed_music_list\\mp3\\Carly Rae Jepsen - Your Type.mp3']"
